"templateId","pokemonId","type","type2","form","candyToEvolve","kmBuddyDistance","purificationStardustNeeded","baseStamina","baseAttack","baseDefense"
"V0373_POKEMON_SALAMENCE","SALAMENCE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_FLYING",,,5.0,5000,216,277,168
"V0373_POKEMON_SALAMENCE_NORMAL","SALAMENCE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_FLYING","SALAMENCE_NORMAL",,5.0,5000,216,277,168
"V0374_POKEMON_BELDUM","BELDUM","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC",,,5.0,5000,120,96,132
"V0374_POKEMON_BELDUM_NORMAL","BELDUM","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC","BELDUM_NORMAL",,5.0,5000,120,96,132
"V0375_POKEMON_METANG","METANG","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC",,,5.0,5000,155,138,176
"V0375_POKEMON_METANG_NORMAL","METANG","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC","METANG_NORMAL",,5.0,5000,155,138,176
"V0376_POKEMON_METAGROSS","METAGROSS","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC",,,5.0,5000,190,257,228
"V0376_POKEMON_METAGROSS_NORMAL","METAGROSS","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC","METAGROSS_NORMAL",,5.0,5000,190,257,228
"V0377_POKEMON_REGIROCK","REGIROCK","POKEMON_TYPE_ROCK",,,,20.0,20000,190,179,309
"V0378_POKEMON_REGICE","REGICE","POKEMON_TYPE_ICE",,,,20.0,20000,190,179,309
"V0379_POKEMON_REGISTEEL","REGISTEEL","POKEMON_TYPE_STEEL",,,,20.0,20000,190,143,285
"V0380_POKEMON_LATIAS","LATIAS","POKEMON_TYPE_DRAGON","POKEMON_TYPE_PSYCHIC",,,20.0,20000,190,228,246
"V0380_POKEMON_LATIAS_NORMAL","LATIAS","POKEMON_TYPE_DRAGON","POKEMON_TYPE_PSYCHIC","LATIAS_NORMAL",,20.0,20000,190,228,246
"V0380_POKEMON_LATIAS_S","LATIAS","POKEMON_TYPE_DRAGON","POKEMON_TYPE_PSYCHIC","LATIAS_S",,20.0,20000,190,228,246
"V0381_POKEMON_LATIOS","LATIOS","POKEMON_TYPE_DRAGON","POKEMON_TYPE_PSYCHIC",,,20.0,20000,190,268,212
"V0381_POKEMON_LATIOS_NORMAL","LATIOS","POKEMON_TYPE_DRAGON","POKEMON_TYPE_PSYCHIC","LATIOS_NORMAL",,20.0,20000,190,268,212
"V0381_POKEMON_LATIOS_S","LATIOS","POKEMON_TYPE_DRAGON","POKEMON_TYPE_PSYCHIC","LATIOS_S",,20.0,20000,190,268,212
"V0382_POKEMON_KYOGRE","KYOGRE","POKEMON_TYPE_WATER",,,,20.0,20000,205,270,228
"V0383_POKEMON_GROUDON","GROUDON","POKEMON_TYPE_GROUND",,,,20.0,20000,205,270,228
"V0384_POKEMON_RAYQUAZA","RAYQUAZA","POKEMON_TYPE_DRAGON","POKEMON_TYPE_FLYING",,,20.0,,213,284,170
"V0385_POKEMON_JIRACHI","JIRACHI","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC",,,20.0,,225,210,210
"V0386_POKEMON_DEOXYS","DEOXYS","POKEMON_TYPE_PSYCHIC",,,,20.0,,137,345,115
"V0386_POKEMON_DEOXYS_ATTACK","DEOXYS","POKEMON_TYPE_PSYCHIC",,"DEOXYS_ATTACK",,20.0,,137,414,46
"V0386_POKEMON_DEOXYS_DEFENSE","DEOXYS","POKEMON_TYPE_PSYCHIC",,"DEOXYS_DEFENSE",,20.0,,137,144,330
"V0386_POKEMON_DEOXYS_NORMAL","DEOXYS","POKEMON_TYPE_PSYCHIC",,"DEOXYS_NORMAL",,20.0,,137,345,115
"V0386_POKEMON_DEOXYS_SPEED","DEOXYS","POKEMON_TYPE_PSYCHIC",,"DEOXYS_SPEED",,20.0,,137,230,218
"V0387_POKEMON_TURTWIG","TURTWIG","POKEMON_TYPE_GRASS",,,25,3.0,3000,146,119,110
"V0387_POKEMON_TURTWIG_NORMAL","TURTWIG","POKEMON_TYPE_GRASS",,"TURTWIG_NORMAL",25,3.0,3000,146,119,110
"V0388_POKEMON_GROTLE","GROTLE","POKEMON_TYPE_GRASS",,,25,3.0,3000,181,157,143
"V0388_POKEMON_GROTLE_NORMAL","GROTLE","POKEMON_TYPE_GRASS",,"GROTLE_NORMAL",25,3.0,3000,181,157,143
"V0389_POKEMON_TORTERRA","TORTERRA","POKEMON_TYPE_GRASS","POKEMON_TYPE_GROUND",,25,3.0,3000,216,202,188
"V0389_POKEMON_TORTERRA_NORMAL","TORTERRA","POKEMON_TYPE_GRASS","POKEMON_TYPE_GROUND","TORTERRA_NORMAL",25,3.0,3000,216,202,188
"V0390_POKEMON_CHIMCHAR","CHIMCHAR","POKEMON_TYPE_FIRE",,,25,3.0,3000,127,113,86
"V0390_POKEMON_CHIMCHAR_NORMAL","CHIMCHAR","POKEMON_TYPE_FIRE",,"CHIMCHAR_NORMAL",25,3.0,3000,127,113,86
"V0391_POKEMON_MONFERNO","MONFERNO","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING",,25,3.0,3000,162,158,105
"V0391_POKEMON_MONFERNO_NORMAL","MONFERNO","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING","MONFERNO_NORMAL",25,3.0,3000,162,158,105
"V0392_POKEMON_INFERNAPE","INFERNAPE","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING",,25,3.0,3000,183,222,151
"V0392_POKEMON_INFERNAPE_NORMAL","INFERNAPE","POKEMON_TYPE_FIRE","POKEMON_TYPE_FIGHTING","INFERNAPE_NORMAL",25,3.0,3000,183,222,151
"V0393_POKEMON_PIPLUP","PIPLUP","POKEMON_TYPE_WATER",,,25,3.0,3000,142,112,102
"V0394_POKEMON_PRINPLUP","PRINPLUP","POKEMON_TYPE_WATER",,,25,3.0,3000,162,150,139
"V0395_POKEMON_EMPOLEON","EMPOLEON","POKEMON_TYPE_WATER","POKEMON_TYPE_STEEL",,25,3.0,3000,197,210,186
"V0396_POKEMON_STARLY","STARLY","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,25,1.0,1000,120,101,58
"V0396_POKEMON_STARLY_NORMAL","STARLY","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING","STARLY_NORMAL",25,1.0,1000,120,101,58
"V0397_POKEMON_STARAVIA","STARAVIA","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,25,1.0,1000,146,142,94
"V0397_POKEMON_STARAVIA_NORMAL","STARAVIA","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING","STARAVIA_NORMAL",25,1.0,1000,146,142,94
"V0398_POKEMON_STARAPTOR","STARAPTOR","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,25,1.0,1000,198,234,140
"V0398_POKEMON_STARAPTOR_NORMAL","STARAPTOR","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING","STARAPTOR_NORMAL",25,1.0,1000,198,234,140
"V0399_POKEMON_BIDOOF","BIDOOF","POKEMON_TYPE_NORMAL",,,25,1.0,1000,153,80,73
"V0399_POKEMON_BIDOOF_NORMAL","BIDOOF","POKEMON_TYPE_NORMAL",,"BIDOOF_NORMAL",25,1.0,1000,153,80,73
"V0400_POKEMON_BIBAREL","BIBAREL","POKEMON_TYPE_NORMAL","POKEMON_TYPE_WATER",,25,1.0,1000,188,162,119
"V0400_POKEMON_BIBAREL_NORMAL","BIBAREL","POKEMON_TYPE_NORMAL","POKEMON_TYPE_WATER","BIBAREL_NORMAL",25,1.0,1000,188,162,119
"V0401_POKEMON_KRICKETOT","KRICKETOT","POKEMON_TYPE_BUG",,,25,1.0,,114,45,74
"V0402_POKEMON_KRICKETUNE","KRICKETUNE","POKEMON_TYPE_BUG",,,25,1.0,,184,160,100
"V0403_POKEMON_SHINX","SHINX","POKEMON_TYPE_ELECTRIC",,,25,5.0,5000,128,117,64
"V0404_POKEMON_LUXIO","LUXIO","POKEMON_TYPE_ELECTRIC",,,25,5.0,5000,155,159,95
"V0405_POKEMON_LUXRAY","LUXRAY","POKEMON_TYPE_ELECTRIC",,,25,5.0,5000,190,232,156
"V0406_POKEMON_BUDEW","BUDEW","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON",,25,3.0,,120,91,109
"V0407_POKEMON_ROSERADE","ROSERADE","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON",,25,3.0,,155,243,185
"V0408_POKEMON_CRANIDOS","CRANIDOS","POKEMON_TYPE_ROCK",,,25,5.0,5000,167,218,71
"V0409_POKEMON_RAMPARDOS","RAMPARDOS","POKEMON_TYPE_ROCK",,,25,5.0,5000,219,295,109
"V0410_POKEMON_SHIELDON","SHIELDON","POKEMON_TYPE_ROCK","POKEMON_TYPE_STEEL",,25,5.0,5000,102,76,195
"V0411_POKEMON_BASTIODON","BASTIODON","POKEMON_TYPE_ROCK","POKEMON_TYPE_STEEL",,25,5.0,5000,155,94,286
"V0412_POKEMON_BURMY","BURMY","POKEMON_TYPE_BUG",,,25,1.0,,120,53,83
"V0412_POKEMON_BURMY_PLANT","BURMY","POKEMON_TYPE_BUG",,"BURMY_PLANT",25,1.0,,120,53,83
"V0412_POKEMON_BURMY_SANDY","BURMY","POKEMON_TYPE_BUG",,"BURMY_SANDY",25,1.0,,120,53,83
"V0412_POKEMON_BURMY_TRASH","BURMY","POKEMON_TYPE_BUG",,"BURMY_TRASH",25,1.0,,120,53,83
"V0413_POKEMON_WORMADAM","WORMADAM","POKEMON_TYPE_BUG","POKEMON_TYPE_GRASS",,25,1.0,,155,141,180
"V0413_POKEMON_WORMADAM_PLANT","WORMADAM","POKEMON_TYPE_BUG","POKEMON_TYPE_GRASS","WORMADAM_PLANT",25,1.0,,155,141,180
"V0413_POKEMON_WORMADAM_SANDY","WORMADAM","POKEMON_TYPE_BUG","POKEMON_TYPE_GROUND","WORMADAM_SANDY",25,1.0,,155,141,180
"V0413_POKEMON_WORMADAM_TRASH","WORMADAM","POKEMON_TYPE_BUG","POKEMON_TYPE_STEEL","WORMADAM_TRASH",25,1.0,,155,127,175
"V0414_POKEMON_MOTHIM","MOTHIM","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,25,1.0,,172,185,98
"V0415_POKEMON_COMBEE","COMBEE","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,25,3.0,,102,59,83
"V0416_POKEMON_VESPIQUEN","VESPIQUEN","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,25,3.0,,172,149,190
"V0417_POKEMON_PACHIRISU","PACHIRISU","POKEMON_TYPE_ELECTRIC",,,25,5.0,,155,94,172
"V0418_POKEMON_BUIZEL","BUIZEL","POKEMON_TYPE_WATER",,,25,3.0,,146,132,67
"V0419_POKEMON_FLOATZEL","FLOATZEL","POKEMON_TYPE_WATER",,,25,3.0,,198,221,114
"V0420_POKEMON_CHERUBI","CHERUBI","POKEMON_TYPE_GRASS",,,25,1.0,,128,108,92
"V0421_POKEMON_CHERRIM","CHERRIM","POKEMON_TYPE_GRASS",,,25,1.0,,172,170,153
"V0421_POKEMON_CHERRIM_OVERCAST","CHERRIM","POKEMON_TYPE_GRASS",,"CHERRIM_OVERCAST",25,1.0,,172,170,153
"V0421_POKEMON_CHERRIM_SUNNY","CHERRIM","POKEMON_TYPE_GRASS",,"CHERRIM_SUNNY",25,1.0,,172,170,153
"V0422_POKEMON_SHELLOS","SHELLOS","POKEMON_TYPE_WATER",,,25,3.0,,183,103,105
"V0422_POKEMON_SHELLOS_EAST_SEA","SHELLOS","POKEMON_TYPE_WATER",,"SHELLOS_EAST_SEA",25,3.0,,183,103,105
"V0422_POKEMON_SHELLOS_WEST_SEA","SHELLOS","POKEMON_TYPE_WATER",,"SHELLOS_WEST_SEA",25,3.0,,183,103,105
"V0423_POKEMON_GASTRODON","GASTRODON","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,25,3.0,,244,169,143
"V0423_POKEMON_GASTRODON_EAST_SEA","GASTRODON","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND","GASTRODON_EAST_SEA",25,3.0,,244,169,143
"V0423_POKEMON_GASTRODON_WEST_SEA","GASTRODON","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND","GASTRODON_WEST_SEA",25,3.0,,244,169,143
"V0424_POKEMON_AMBIPOM","AMBIPOM","POKEMON_TYPE_NORMAL",,,25,3.0,3000,181,205,143
"V0424_POKEMON_AMBIPOM_NORMAL","AMBIPOM","POKEMON_TYPE_NORMAL",,"AMBIPOM_NORMAL",25,3.0,3000,181,205,143
"V0425_POKEMON_DRIFLOON","DRIFLOON","POKEMON_TYPE_GHOST","POKEMON_TYPE_FLYING",,25,5.0,5000,207,117,80
"V0426_POKEMON_DRIFBLIM","DRIFBLIM","POKEMON_TYPE_GHOST","POKEMON_TYPE_FLYING",,25,5.0,5000,312,180,102
"V0427_POKEMON_BUNEARY","BUNEARY","POKEMON_TYPE_NORMAL",,,25,3.0,,146,130,105
"V0428_POKEMON_LOPUNNY","LOPUNNY","POKEMON_TYPE_NORMAL",,,25,3.0,,163,156,194
"V0429_POKEMON_MISMAGIUS","MISMAGIUS","POKEMON_TYPE_GHOST",,,25,3.0,3000,155,211,187
"V0429_POKEMON_MISMAGIUS_NORMAL","MISMAGIUS","POKEMON_TYPE_GHOST",,"MISMAGIUS_NORMAL",25,3.0,3000,155,211,187
"V0430_POKEMON_HONCHKROW","HONCHKROW","POKEMON_TYPE_DARK","POKEMON_TYPE_FLYING",,25,3.0,3000,225,243,103
"V0430_POKEMON_HONCHKROW_NORMAL","HONCHKROW","POKEMON_TYPE_DARK","POKEMON_TYPE_FLYING","HONCHKROW_NORMAL",25,3.0,3000,225,243,103
"V0431_POKEMON_GLAMEOW","GLAMEOW","POKEMON_TYPE_NORMAL",,,25,3.0,3000,135,109,82
"V0432_POKEMON_PURUGLY","PURUGLY","POKEMON_TYPE_NORMAL",,,25,3.0,3000,174,172,133
"V0433_POKEMON_CHINGLING","CHINGLING","POKEMON_TYPE_PSYCHIC",,,25,5.0,,128,114,94
"V0434_POKEMON_STUNKY","STUNKY","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK",,25,3.0,3000,160,121,90
"V0434_POKEMON_STUNKY_NORMAL","STUNKY","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK","STUNKY_NORMAL",25,3.0,3000,160,121,90
"V0435_POKEMON_SKUNTANK","SKUNTANK","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK",,25,3.0,3000,230,184,132
"V0435_POKEMON_SKUNTANK_NORMAL","SKUNTANK","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK","SKUNTANK_NORMAL",25,3.0,3000,230,184,132
"V0436_POKEMON_BRONZOR","BRONZOR","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC",,25,3.0,,149,43,154
"V0437_POKEMON_BRONZONG","BRONZONG","POKEMON_TYPE_STEEL","POKEMON_TYPE_PSYCHIC",,25,3.0,,167,161,213
"V0438_POKEMON_BONSLY","BONSLY","POKEMON_TYPE_ROCK",,,25,5.0,,137,124,133
"V0439_POKEMON_MIME_JR","MIME_JR","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY",,25,5.0,,85,125,142
"V0440_POKEMON_HAPPINY","HAPPINY","POKEMON_TYPE_NORMAL",,,25,5.0,,225,25,77
"V0441_POKEMON_CHATOT","CHATOT","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,25,5.0,,183,183,91
"V0442_POKEMON_SPIRITOMB","SPIRITOMB","POKEMON_TYPE_GHOST","POKEMON_TYPE_DARK",,25,5.0,,137,169,199
"V0443_POKEMON_GIBLE","GIBLE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_GROUND",,25,5.0,5000,151,124,84
"V0443_POKEMON_GIBLE_NORMAL","GIBLE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_GROUND","GIBLE_NORMAL",25,5.0,5000,151,124,84
"V0444_POKEMON_GABITE","GABITE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_GROUND",,25,5.0,5000,169,172,125
"V0444_POKEMON_GABITE_NORMAL","GABITE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_GROUND","GABITE_NORMAL",25,5.0,5000,169,172,125
"V0445_POKEMON_GARCHOMP","GARCHOMP","POKEMON_TYPE_DRAGON","POKEMON_TYPE_GROUND",,25,5.0,5000,239,261,193
"V0445_POKEMON_GARCHOMP_NORMAL","GARCHOMP","POKEMON_TYPE_DRAGON","POKEMON_TYPE_GROUND","GARCHOMP_NORMAL",25,5.0,5000,239,261,193
"V0446_POKEMON_MUNCHLAX","MUNCHLAX","POKEMON_TYPE_NORMAL",,,25,5.0,,286,137,117
"V0447_POKEMON_RIOLU","RIOLU","POKEMON_TYPE_FIGHTING",,,25,5.0,,120,127,78
"V0448_POKEMON_LUCARIO","LUCARIO","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_STEEL",,25,5.0,,172,236,144
"V0449_POKEMON_HIPPOPOTAS","HIPPOPOTAS","POKEMON_TYPE_GROUND",,,25,3.0,3000,169,124,118
"V0449_POKEMON_HIPPOPOTAS_NORMAL","HIPPOPOTAS","POKEMON_TYPE_GROUND",,"HIPPOPOTAS_NORMAL",25,3.0,3000,169,124,118
"V0450_POKEMON_HIPPOWDON","HIPPOWDON","POKEMON_TYPE_GROUND",,,25,3.0,3000,239,201,191
"V0450_POKEMON_HIPPOWDON_NORMAL","HIPPOWDON","POKEMON_TYPE_GROUND",,"HIPPOWDON_NORMAL",25,3.0,3000,239,201,191
"V0451_POKEMON_SKORUPI","SKORUPI","POKEMON_TYPE_POISON","POKEMON_TYPE_BUG",,25,5.0,5000,120,93,151
"V0451_POKEMON_SKORUPI_NORMAL","SKORUPI","POKEMON_TYPE_POISON","POKEMON_TYPE_BUG","SKORUPI_NORMAL",25,5.0,5000,120,93,151
"V0452_POKEMON_DRAPION","DRAPION","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK",,25,5.0,5000,172,180,202
"V0452_POKEMON_DRAPION_NORMAL","DRAPION","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK","DRAPION_NORMAL",25,5.0,5000,172,180,202
"V0453_POKEMON_CROAGUNK","CROAGUNK","POKEMON_TYPE_POISON","POKEMON_TYPE_FIGHTING",,25,3.0,3000,134,116,76
"V0454_POKEMON_TOXICROAK","TOXICROAK","POKEMON_TYPE_POISON","POKEMON_TYPE_FIGHTING",,25,3.0,3000,195,211,133
"V0455_POKEMON_CARNIVINE","CARNIVINE","POKEMON_TYPE_GRASS",,,25,5.0,,179,187,136
"V0456_POKEMON_FINNEON","FINNEON","POKEMON_TYPE_WATER",,,25,3.0,,135,96,116
"V0457_POKEMON_LUMINEON","LUMINEON","POKEMON_TYPE_WATER",,,25,3.0,,170,142,170
"V0458_POKEMON_MANTYKE","MANTYKE","POKEMON_TYPE_WATER","POKEMON_TYPE_FLYING",,25,5.0,,128,105,179
"V0459_POKEMON_SNOVER","SNOVER","POKEMON_TYPE_GRASS","POKEMON_TYPE_ICE",,25,3.0,3000,155,115,105
"V0459_POKEMON_SNOVER_NORMAL","SNOVER","POKEMON_TYPE_GRASS","POKEMON_TYPE_ICE","SNOVER_NORMAL",25,3.0,3000,155,115,105
"V0460_POKEMON_ABOMASNOW","ABOMASNOW","POKEMON_TYPE_GRASS","POKEMON_TYPE_ICE",,25,3.0,3000,207,178,158
"V0460_POKEMON_ABOMASNOW_NORMAL","ABOMASNOW","POKEMON_TYPE_GRASS","POKEMON_TYPE_ICE","ABOMASNOW_NORMAL",25,3.0,3000,207,178,158
"V0461_POKEMON_WEAVILE","WEAVILE","POKEMON_TYPE_DARK","POKEMON_TYPE_ICE",,25,3.0,3000,172,243,171
"V0461_POKEMON_WEAVILE_NORMAL","WEAVILE","POKEMON_TYPE_DARK","POKEMON_TYPE_ICE","WEAVILE_NORMAL",25,3.0,3000,172,243,171
"V0462_POKEMON_MAGNEZONE","MAGNEZONE","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_STEEL",,25,3.0,3000,172,238,205
"V0462_POKEMON_MAGNEZONE_NORMAL","MAGNEZONE","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_STEEL","MAGNEZONE_NORMAL",25,3.0,3000,172,238,205
"V0463_POKEMON_LICKILICKY","LICKILICKY","POKEMON_TYPE_NORMAL",,,25,3.0,,242,161,181
"V0464_POKEMON_RHYPERIOR","RHYPERIOR","POKEMON_TYPE_GROUND","POKEMON_TYPE_ROCK",,25,3.0,3000,251,241,190
"V0464_POKEMON_RHYPERIOR_NORMAL","RHYPERIOR","POKEMON_TYPE_GROUND","POKEMON_TYPE_ROCK","RHYPERIOR_NORMAL",25,3.0,3000,251,241,190
"V0465_POKEMON_TANGROWTH","TANGROWTH","POKEMON_TYPE_GRASS",,,25,3.0,3000,225,207,184
"V0465_POKEMON_TANGROWTH_NORMAL","TANGROWTH","POKEMON_TYPE_GRASS",,"TANGROWTH_NORMAL",25,3.0,3000,225,207,184
"V0466_POKEMON_ELECTIVIRE","ELECTIVIRE","POKEMON_TYPE_ELECTRIC",,,25,5.0,5000,181,249,163
"V0466_POKEMON_ELECTIVIRE_NORMAL","ELECTIVIRE","POKEMON_TYPE_ELECTRIC",,"ELECTIVIRE_NORMAL",25,5.0,5000,181,249,163
"V0467_POKEMON_MAGMORTAR","MAGMORTAR","POKEMON_TYPE_FIRE",,,25,5.0,5000,181,247,172
"V0467_POKEMON_MAGMORTAR_NORMAL","MAGMORTAR","POKEMON_TYPE_FIRE",,"MAGMORTAR_NORMAL",25,5.0,5000,181,247,172
"V0468_POKEMON_TOGEKISS","TOGEKISS","POKEMON_TYPE_FAIRY","POKEMON_TYPE_FLYING",,25,3.0,,198,225,217
"V0469_POKEMON_YANMEGA","YANMEGA","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,25,3.0,,200,231,156
"V0470_POKEMON_LEAFEON","LEAFEON","POKEMON_TYPE_GRASS",,,25,5.0,,163,216,219
"V0471_POKEMON_GLACEON","GLACEON","POKEMON_TYPE_ICE",,,25,5.0,,163,238,205
"V0472_POKEMON_GLISCOR","GLISCOR","POKEMON_TYPE_GROUND","POKEMON_TYPE_FLYING",,25,5.0,5000,181,185,222
"V0472_POKEMON_GLISCOR_NORMAL","GLISCOR","POKEMON_TYPE_GROUND","POKEMON_TYPE_FLYING","GLISCOR_NORMAL",25,5.0,5000,181,185,222
"V0473_POKEMON_MAMOSWINE","MAMOSWINE","POKEMON_TYPE_ICE","POKEMON_TYPE_GROUND",,25,3.0,3000,242,247,146
"V0473_POKEMON_MAMOSWINE_NORMAL","MAMOSWINE","POKEMON_TYPE_ICE","POKEMON_TYPE_GROUND","MAMOSWINE_NORMAL",25,3.0,3000,242,247,146
"V0474_POKEMON_PORYGON_Z","PORYGON_Z","POKEMON_TYPE_NORMAL",,,25,3.0,3000,198,264,150
"V0474_POKEMON_PORYGON_Z_NORMAL","PORYGON_Z","POKEMON_TYPE_NORMAL",,"PORYGON_Z_NORMAL",25,3.0,3000,198,264,150
"V0475_POKEMON_GALLADE","GALLADE","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FIGHTING",,25,5.0,5000,169,237,195
"V0475_POKEMON_GALLADE_NORMAL","GALLADE","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FIGHTING","GALLADE_NORMAL",25,5.0,5000,169,237,195
"V0476_POKEMON_PROBOPASS","PROBOPASS","POKEMON_TYPE_ROCK","POKEMON_TYPE_STEEL",,25,3.0,3000,155,135,275
"V0476_POKEMON_PROBOPASS_NORMAL","PROBOPASS","POKEMON_TYPE_ROCK","POKEMON_TYPE_STEEL","PROBOPASS_NORMAL",25,3.0,3000,155,135,275
"V0477_POKEMON_DUSKNOIR","DUSKNOIR","POKEMON_TYPE_GHOST",,,25,3.0,3000,128,180,254
"V0477_POKEMON_DUSKNOIR_NORMAL","DUSKNOIR","POKEMON_TYPE_GHOST",,"DUSKNOIR_NORMAL",25,3.0,3000,128,180,254
"V0478_POKEMON_FROSLASS","FROSLASS","POKEMON_TYPE_ICE","POKEMON_TYPE_GHOST",,25,3.0,3000,172,171,150
"V0479_POKEMON_ROTOM","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_GHOST",,25,5.0,,137,185,159
"V0479_POKEMON_ROTOM_FAN","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_FLYING","ROTOM_FAN",25,5.0,,137,204,219
"V0479_POKEMON_ROTOM_FROST","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_ICE","ROTOM_FROST",25,5.0,,137,204,219
"V0479_POKEMON_ROTOM_HEAT","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_FIRE","ROTOM_HEAT",25,5.0,,137,204,219
"V0479_POKEMON_ROTOM_MOW","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_GRASS","ROTOM_MOW",25,5.0,,137,204,219
"V0479_POKEMON_ROTOM_NORMAL","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_GHOST","ROTOM_NORMAL",25,5.0,,137,185,159
"V0479_POKEMON_ROTOM_WASH","ROTOM","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_WATER","ROTOM_WASH",25,5.0,,137,204,219
"V0480_POKEMON_UXIE","UXIE","POKEMON_TYPE_PSYCHIC",,,25,20.0,,181,156,270
"V0481_POKEMON_MESPRIT","MESPRIT","POKEMON_TYPE_PSYCHIC",,,25,20.0,,190,212,212
"V0482_POKEMON_AZELF","AZELF","POKEMON_TYPE_PSYCHIC",,,25,20.0,,181,270,151
"V0483_POKEMON_DIALGA","DIALGA","POKEMON_TYPE_STEEL","POKEMON_TYPE_DRAGON",,25,20.0,,205,275,211
"V0483_POKEMON_DIALGA_NORMAL","DIALGA","POKEMON_TYPE_STEEL","POKEMON_TYPE_DRAGON","DIALGA_NORMAL",25,20.0,,205,275,211
"V0483_POKEMON_DIALGA_ORIGIN","DIALGA","POKEMON_TYPE_STEEL","POKEMON_TYPE_DRAGON","DIALGA_ORIGIN",25,20.0,,205,270,225
"V0484_POKEMON_PALKIA","PALKIA","POKEMON_TYPE_WATER","POKEMON_TYPE_DRAGON",,25,20.0,20000,189,280,215
"V0484_POKEMON_PALKIA_NORMAL","PALKIA","POKEMON_TYPE_WATER","POKEMON_TYPE_DRAGON","PALKIA_NORMAL",25,20.0,20000,189,280,215
"V0484_POKEMON_PALKIA_ORIGIN","PALKIA","POKEMON_TYPE_WATER","POKEMON_TYPE_DRAGON","PALKIA_ORIGIN",25,20.0,20000,189,286,223
"V0485_POKEMON_HEATRAN","HEATRAN","POKEMON_TYPE_FIRE","POKEMON_TYPE_STEEL",,25,20.0,20000,209,251,213
"V0486_POKEMON_REGIGIGAS","REGIGIGAS","POKEMON_TYPE_NORMAL",,,25,20.0,20000,221,287,210
"V0487_POKEMON_GIRATINA","GIRATINA","POKEMON_TYPE_GHOST","POKEMON_TYPE_DRAGON",,25,20.0,,284,187,225
"V0487_POKEMON_GIRATINA_ALTERED","GIRATINA","POKEMON_TYPE_GHOST","POKEMON_TYPE_DRAGON","GIRATINA_ALTERED",25,20.0,,284,187,225
"V0487_POKEMON_GIRATINA_ORIGIN","GIRATINA","POKEMON_TYPE_GHOST","POKEMON_TYPE_DRAGON","GIRATINA_ORIGIN",25,20.0,,284,225,187
